person,system,sentence,label,filepath,mel_mean,mel_std,mel_skew,mel_kurtosis,energy_0_1k,energy_1_4k,energy_4_8k,energy_8k_plus,hf_energy_ratio,entropy_0_1k,entropy_1_4k,entropy_4_8k,entropy_total,spectral_flatness_mean,spectral_flatness_std,spectral_flatness_max,centroid_mean,centroid_std,rolloff_mean,rolloff_std,spectral_flux_mean,spectral_flux_std,spectral_flux_max,mfcc1_mean,mfcc1_std,mfcc2_mean,mfcc2_std,mfcc3_mean,mfcc3_std,mfcc4_mean,mfcc4_std,mfcc5_mean,mfcc5_std,mfcc6_mean,mfcc6_std,mfcc7_mean,mfcc7_std,mfcc8_mean,mfcc8_std,mfcc9_mean,mfcc9_std,mfcc10_mean,mfcc10_std,mfcc11_mean,mfcc11_std,mfcc12_mean,mfcc12_std,mfcc13_mean,mfcc13_std,mfcc_delta_mean,mfcc_delta_std,lfcc_mean,lfcc_std,chroma_mean,chroma_std,zcr_mean,zcr_std,dct_periodic_peak_score,rms_mean,rms_std,rms_min,phase_variance_mean,phase_variance_std,group_delay_mean,group_delay_std,group_delay_jag,phase_mag_correlation,inst_freq_mean,inst_freq_std,f0_mean,f0_std,f0_min,f0_max,f0_range,f0_jitter_local,f0_jitter_abs,f0_jitter_std,f0_smoothness,f0_complexity,shimmer,shimmer_db,hnr,jitter_praat,jitter_rap,f1_mean,f1_std,f1_transition_smoothness,f2_mean,f2_std,f2_transition_smoothness,f3_mean,f3_std,f3_transition_smoothness,voiced_ratio,silence_ratio,snr_voiced,snr_silence,snr_ratio,snr_consistency,noise_floor_mean,noise_floor_std,noise_floor_cv,breathing_count,has_breathing,pause_count,pause_mean_dur,pause_std_dur,pause_cv,pause_max,pause_min,noise_spectral_centroid,noise_spectral_centroid_std,noise_spectral_drift,envelope_smoothness,envelope_cv,onset_count,ioi_mean,ioi_std,ioi_cv,speaking_rate,rhythm_regularity,tempo,beat_count,energy_range,energy_cv,energy_peaks
abhishek,xtts,sent1,fake,/home/turing/projects/hackathon_task_0/output_voices/xtts/abhishek/sent1.wav,-56.1175651550293,16.739824295043945,0.4097259137750749,-0.34576135586617074,7.505601444258767,0.08746324257346542,0.058002244307216115,0.0,0.058002244307216115,6.506576061248779,8.517101287841797,8.577224731445312,8.715929985046387,0.09072381258010864,0.2502387762069702,1.0000007152557373,1511.713472828582,982.016063030582,3136.838573619632,1558.3940866343466,49.30606460571289,56.10789108276367,212.4280242919922,-258.5486145019531,134.16148376464844,90.89649963378906,52.93578338623047,15.833843231201172,27.74514389038086,29.683298110961914,30.65426254272461,-13.325785636901855,24.653390884399414,7.8934125900268555,11.088855743408203,-13.298041343688965,13.581253051757812,-7.3251848220825195,14.679126739501953,-5.16298770904541,10.366645812988281,-4.596506595611572,9.925972938537598,-7.456449508666992,6.53408670425415,-4.047453880310059,6.528618335723877,0.6709344983100891,5.9242448806762695,2.0886106491088867,4.535134792327881,-16.150943756103516,1.664144515991211,0.4403718411922455,0.31796061992645264,0.09685343174846625,0.09854407167670252,28.0,0.09064781665802002,0.09726477414369583,0.0,3.043048143386841,0.3356621563434601,2.0156400203704834,2.217561721801758,1.5915417671203613,0.042733034215174485,1.4892427921295166,1.7821569442749023,128.44162227663446,18.90611815401494,104.75470942345726,188.41580601880483,83.66109659534757,0.027196627523420898,3.493178959564267,5.946112180753177,0.1681771163383122,742.9255296464416,0.0,0.0,0.0,0.0,0.0,668.539976461887,582.7163819670883,0.001255489815348185,1844.7571815991894,675.3580996165897,0.0010682903417606688,3113.6358059774298,445.3045600818396,0.002204392202884786,0.4423076923076923,0.5576923076923077,0.17019453644752502,0.007912456057965755,21.50969724820327,0.04649065900166875,0.007912456057965755,0.005913100205361843,0.7473153831517805,6.0,1.0,8.0,0.27125,0.2838766237293941,1.0465497645151673,0.93,0.06,1468.6580097920166,758.1062672015673,0.5161897883285126,81.54669574021803,1.658980319691781,32.0,0.14348387096774193,0.14422828476741684,1.0051881350435787,6.159324399104973,6.933452761497227,117.1875,6.0,0.4805292785167694,1.337857659264763,29.0
abhishek,xtts,sent2,fake,/home/turing/projects/hackathon_task_0/output_voices/xtts/abhishek/sent2.wav,-52.53913497924805,17.603626251220703,0.06489855315361402,-0.6277553863477601,7.110093588069116,0.11397296749985188,0.1369967708316065,0.0,0.1369967708316065,6.48061466217041,8.493517875671387,8.64909839630127,9.064363479614258,0.10059169679880142,0.26328080892562866,1.0000007152557373,1890.1613066754926,1331.713113531584,3574.6897163120566,1846.5505144712342,68.87519836425781,57.81410598754883,201.10682678222656,-209.6927947998047,144.71592712402344,72.22369384765625,64.43479919433594,21.992177963256836,38.755714416503906,35.09222412109375,34.202396392822266,-19.55661964416504,26.461626052856445,8.721653938293457,13.119863510131836,-17.200708389282227,14.916793823242188,-5.185561180114746,13.613508224487305,-8.064386367797852,13.121094703674316,-5.130852222442627,10.266524314880371,-8.404234886169434,9.28563404083252,-3.3650665283203125,7.983944416046143,-0.30973565578460693,7.025177955627441,2.6089296340942383,5.211271286010742,-15.703051567077637,1.9334932565689087,0.39182600378990173,0.31983450055122375,0.15449080230496454,0.1464637327477971,33.0,0.12797343730926514,0.10286340117454529,0.0,3.022143602371216,0.27924633026123047,1.951673150062561,2.169532537460327,1.5303292274475098,0.05188031855355244,1.4730478525161743,1.767209529876709,129.14215319045255,19.702986159927637,104.17477805737167,186.50842446689242,82.33364640952075,0.029221379063405325,3.773711811445495,7.041565876953699,0.14201386700913968,885.7085273183736,0.0,0.0,0.0,0.0,0.0,730.0591005465823,582.6449825741474,0.0013188766033352917,1967.8645434341104,793.4514092802949,0.0010507939522917998,3218.7070518742726,497.2822625278077,0.0018801995551616488,0.5986696230598669,0.401330376940133,0.1911962777376175,0.009091729298233986,21.02969296190846,0.04755181170769191,0.009091729298233986,0.008667979389429092,0.9533917046753279,6.0,1.0,3.0,0.36000000000000004,0.3677861697599118,1.0216282490493025,0.88,0.09,1517.3871494542961,1115.997427718484,0.7354730980289117,53.533983719154826,1.3069609282947574,29.0,0.13485714285714287,0.18763751419877067,1.3913798712049033,6.441581519324745,5.329424682143913,133.92857142857142,8.0,0.4071577787399292,0.9662487615419222,32.0
abhishek,xtts,sent3,fake,/home/turing/projects/hackathon_task_0/output_voices/xtts/abhishek/sent3.wav,-50.99925231933594,18.036237716674805,0.07675890842524681,-0.5317113035245082,7.474377046702462,0.10501354410571026,0.052645499877452866,0.0,0.052645499877452866,6.407904624938965,8.515447616577148,8.609743118286133,8.738053321838379,0.09843669831752777,0.26192420721054077,1.0000007152557373,1590.5901781518826,1084.5250847729826,3246.7580782312925,1716.9118097104276,61.79142379760742,54.24888610839844,224.5329132080078,-227.98533630371094,146.1348419189453,82.94561767578125,57.655540466308594,15.022554397583008,32.023170471191406,47.862125396728516,38.69697952270508,-20.86341667175293,24.500999450683594,4.685736179351807,11.34050464630127,-16.49183464050293,15.04757022857666,-7.410115718841553,14.250883102416992,-6.165657043457031,10.931384086608887,-9.204583168029785,12.161901473999023,-8.270441055297852,8.642630577087402,-4.518991470336914,7.927606105804443,-0.8089427947998047,6.753479957580566,2.367560863494873,4.415647983551025,-15.681788444519043,2.145427942276001,0.37838661670684814,0.31645193696022034,0.111062393707483,0.11330776606774233,36.0,0.12124790996313095,0.09950430691242218,0.0,3.0210938453674316,0.2937309741973877,1.9545767307281494,2.169658899307251,1.5111820697784424,0.08463475149593533,1.4525954723358154,1.7514971494674683,130.09253991242002,18.60422133543266,90.99536795165744,182.63591166664142,91.64054371498398,0.028224390448605457,3.6717826409417538,6.478222604259974,0.1543633278867231,1046.9736645166474,0.0,0.0,0.0,0.0,0.0,564.2036894458315,382.1622094536494,0.001769177215183792,1944.7745389451939,685.0503258161552,0.001076650892817149,3152.802104306965,417.1848753631714,0.0022760751762609327,0.5565031982942431,0.44349680170575695,0.189107745885849,0.010356630198657513,18.25958255074165,0.054765764617872185,0.010356630198657513,0.00861735362559557,0.8320615274557597,6.0,1.0,5.0,0.186,0.17850490189347745,0.9597037731048768,0.54,0.07,1718.1455273934032,1063.2656479137777,0.6188449295833485,68.12534478095904,1.3250567373233955,31.0,0.1216,0.12098088003206678,0.9949085520771047,6.619158192542772,8.265768929010655,110.29411764705883,7.0,0.4681810140609741,1.0231563717075054,31.0
abhishek,xtts,sent4,fake,/home/turing/projects/hackathon_task_0/output_voices/xtts/abhishek/sent4.wav,-54.07673645019531,17.06635284423828,0.29447585608160887,-0.3935865804935115,7.571799943577436,0.09544804449477605,0.03546399075680737,0.0,0.03546399075680737,6.536131858825684,8.525262832641602,8.554617881774902,8.635420799255371,0.08255989104509354,0.23708529770374298,1.0000007152557373,1494.6736442519882,962.2006417081423,3049.8697916666665,1637.2587147545478,59.38193893432617,60.27202606201172,279.0298156738281,-238.05992126464844,131.9491729736328,93.14164733886719,54.61812973022461,11.210724830627441,29.657285690307617,38.259056091308594,31.715991973876953,-18.432096481323242,25.577363967895508,5.803340435028076,9.750855445861816,-15.266205787658691,14.511662483215332,-9.335549354553223,15.35169506072998,-2.4062795639038086,9.150323867797852,-6.274675369262695,12.324562072753906,-8.365713119506836,7.351977825164795,-4.454463481903076,8.56637954711914,0.9310517311096191,6.62393856048584,2.41329288482666,4.915740013122559,-15.951690673828125,1.9380724430084229,0.41791123151779175,0.3187820017337799,0.09512532552083333,0.08929276583088944,24.0,0.10996555536985397,0.10537582635879517,0.0,3.0716443061828613,0.2977370619773865,2.03234601020813,2.2257821559906006,1.6109356880187988,0.07337518370909224,1.4840657711029053,1.773656964302063,136.1760496873972,24.097761828273434,98.52376537002228,207.16487289944027,108.641107529418,0.027303350421765966,3.71806240366955,5.978535958025185,0.16726503060351097,1041.4234008424946,0.0,0.0,0.0,0.0,0.0,555.5528005427608,291.90104102878723,0.00241783028723056,1870.743054873977,682.9829857366577,0.0009849390598050168,3107.4233307095164,416.11514626288357,0.00199623123909713,0.4947916666666667,0.5052083333333334,0.1913694143295288,0.009839536622166634,19.449026893553775,0.05141645417366873,0.009839536622166634,0.007545856758952141,0.7668914677611537,7.0,1.0,7.0,0.28,0.2203244361001683,0.7868729857910035,0.59,0.07,1653.8901395671476,926.6698932997307,0.5602971268346764,84.96505584171133,1.430661045895068,31.0,0.1696,0.17136191720060406,1.0103886621436626,5.391304347826087,5.835602307400624,170.45454545454547,14.0,0.4627416729927063,1.1538781560348483,35.0
abhishek,xtts,sent5,fake,/home/turing/projects/hackathon_task_0/output_voices/xtts/abhishek/sent5.wav,-51.564552307128906,17.535566329956055,-0.01765581166973944,-0.6030316923341408,7.271479189952695,0.14304025297382,0.07484987575345461,0.0,0.07484987575345461,6.544397830963135,8.520854949951172,8.645971298217773,8.982792854309082,0.10233259201049805,0.26469430327415466,1.0000007152557373,1837.5931310166504,1291.754368543265,3559.8958333333335,1792.4241996779374,59.7360725402832,46.257591247558594,236.86976623535156,-211.69158935546875,140.92453002929688,74.4776382446289,58.303863525390625,16.4835205078125,35.741397857666016,44.38920593261719,41.214378356933594,-24.562593460083008,25.774389266967773,8.416526794433594,14.244422912597656,-17.207895278930664,14.737957000732422,-7.09035587310791,12.997167587280273,-6.529178619384766,9.60583782196045,-6.281895637512207,13.233166694641113,-7.652493953704834,7.515589237213135,-5.722705841064453,8.802308082580566,-0.6943436861038208,5.243982315063477,2.538468837738037,4.831051349639893,-15.479202270507812,2.1298017501831055,0.3781547546386719,0.31508517265319824,0.13266888786764705,0.131052619059382,18.0,0.10964315384626389,0.08166409283876419,0.0,3.012848138809204,0.2633472681045532,1.9388881921768188,2.1555016040802,1.4790551662445068,0.08708801880882737,1.455711007118225,1.755659818649292,120.05707819880203,17.14336998698308,84.31863131143827,176.55416274779932,92.23553143636106,0.024571335803453557,2.949962784006705,4.598641807557741,0.21745551008882275,947.7988257550048,0.0,0.0,0.0,0.0,0.0,667.1650838938435,509.84300869864455,0.001360824818687707,2026.353915987953,705.5829299340791,0.0010424813492246614,3141.9635251926843,364.8437418112936,0.0018994065386765666,0.6632443531827515,0.33675564681724846,0.14547140896320343,0.00915053952485323,15.897577074918871,0.06290266719771906,0.00915053952485323,0.008842897601425648,0.9663799036952954,6.0,1.0,5.0,0.074,0.012000000000000002,0.16216216194302416,0.09,0.06,1733.476450581515,1255.8585617519482,0.7244739675180376,59.15777733035662,1.1837085383686419,39.0,0.11031578947368421,0.09101362109254159,0.8250280530490157,8.016958951628446,10.987366362277522,110.29411764705883,5.0,0.4171220660209656,0.941477169568466,36.0
abhishek,real,full,real,/home/turing/projects/hackathon_task_0/input_voices/Abhishek_converted.wav,-50.33367919921875,13.910387992858887,0.3954581864937666,0.16379149501679993,7.561350413572046,0.07216794294515873,0.05553609748468983,0.0,0.05553609748468983,6.426107247670491,8.53598149617513,8.83935578664144,8.690607706705729,0.026618586853146553,0.04782706623276075,0.32614628473917645,1633.8818265905704,931.6643931112145,3432.8623007968126,1488.2456383609479,62.95860799153646,48.32115681966146,224.20260111490884,-180.4598592122396,66.347474416097,97.44927215576172,40.00060145060221,12.989487489064535,28.467917760213215,30.893524169921875,27.08570607503255,-15.685605684916178,22.2732416788737,3.28109073638916,14.333584467569986,-17.067686716715496,13.132835388183594,-11.717000643412272,13.06508731842041,-12.912302335103353,11.955754915873209,-10.178430239359537,12.509160359700521,-16.507197697957356,8.938528696695963,-5.61466105779012,8.721265316009521,-9.806275049845377,9.720904668172201,2.4245062669118247,4.3017237186431885,-15.70117982228597,3.0136738618214927,0.39616448680559796,0.315414955218633,0.10576768447045153,0.0947121769016152,28.333333333333332,0.12256134549776714,0.08696036785840988,0.011351933858046928,3.2711164951324463,0.2326986292997996,2.1775176525115967,2.3067538738250732,1.728817621866862,0.31010222803205584,1.5636049906412761,1.814510186513265,134.23732590404543,35.40698682550414,87.2704602608779,422.35149009187626,335.0810298309984,0.0337622227977589,4.5274771047544355,19.858774238276386,0.05385633999684836,2977.347210265963,0.0,0.0,0.0,0.0,0.0,548.0124623082764,263.89722865776474,0.002768288066445468,1735.5040404073832,525.412389032616,0.0013428158991700965,3030.031534409644,390.8832763196651,0.0016996049225724997,0.6383687057844362,0.3616312942155639,0.1654604176680247,0.017140645223359268,10.093197987211875,0.1031018205603213,0.017140645223359268,0.005530523601919413,0.33971904761290306,8.0,1.0,10.666666666666666,0.2553760683760684,0.20103351209651307,0.7795696990575479,0.6833333333333332,0.06666666666666667,1888.9890390252158,493.40913151754194,0.26051147551608395,68.56598726210335,1.3913742558487348,55.666666666666664,0.14374339311482168,0.13688206647092344,0.9449717562967592,6.958333333333333,7.543330808586403,109.81665393430099,14.0,0.43277545770009357,0.907757193367595,60.666666666666664
bhavya,xtts,sent1,fake,/home/turing/projects/hackathon_task_0/output_voices/xtts/bhavya/sent1.wav,-55.149452209472656,15.797444343566895,0.039967457963802175,-0.3981508974662211,7.644349742393815,0.04737997155285069,0.05337747442814735,0.0,0.05337747442814735,5.975861549377441,8.487178802490234,8.834104537963867,8.713323593139648,0.1252945065498352,0.28148984909057617,1.0000007152557373,1638.4511489010283,1226.9159397482788,3084.0163934426228,1936.5829481589751,64.6297836303711,55.12117385864258,220.77503967285156,-220.55648803710938,131.43594360351562,75.93783569335938,56.439125061035156,1.851894497871399,28.59103775024414,17.998302459716797,23.296144485473633,-4.774772644042969,16.14154052734375,9.174317359924316,13.997435569763184,-7.724082946777344,8.825169563293457,-1.6970949172973633,9.961555480957031,-4.63565731048584,11.314566612243652,-2.0849199295043945,6.218259334564209,-5.659077167510986,9.566320419311523,-0.4957374930381775,8.464642524719238,-1.3668955564498901,9.47196102142334,2.333207607269287,4.925901412963867,-16.303844451904297,0.7475208640098572,0.30249616503715515,0.3363775312900543,0.11856429303278689,0.1313555120850535,35.0,0.1270536333322525,0.10246738791465759,0.0,2.956604242324829,0.29497435688972473,1.926674485206604,2.147139072418213,1.446306824684143,0.09245037401654285,1.4379078149795532,1.7425602674484253,227.03424609577002,14.978505704368084,198.65858203290145,265.9842619829795,67.32567995007804,0.019866245179784636,4.510317997148117,7.062533410656632,0.14159225051975602,880.024172286757,0.0,0.0,0.0,0.0,0.0,642.887690725083,307.1046772550033,0.002349507866354958,1869.3561969125483,396.5401665421437,0.0020890608117079498,3174.224819950502,385.26561389801606,0.003174872309567594,0.5820512820512821,0.41794871794871796,0.18739305436611176,0.008071903139352798,23.215473328832527,0.04307471942662223,0.008071903139352798,0.008741765283048153,1.082986877299221,7.0,1.0,5.0,0.168,0.18137254478007414,1.0795984801911565,0.53,0.06,1720.3390251351082,1003.7287562844497,0.583448228296491,64.2152213454962,1.4736575183038543,22.0,0.1539047619047619,0.11500472237173762,0.747246029776384,5.649717514124293,8.695295101866359,89.28571428571429,5.0,0.5202630758285522,1.051587873846615,19.0
bhavya,xtts,sent2,fake,/home/turing/projects/hackathon_task_0/output_voices/xtts/bhavya/sent2.wav,-57.14223098754883,14.343092918395996,0.07557539780874115,-0.161806871106434,7.5376758085581566,0.06877118205676144,0.06400233753846983,0.0,0.06400233753846983,5.922617435455322,8.518341064453125,8.864097595214844,8.985420227050781,0.12007974833250046,0.25163814425468445,1.0000007152557373,2036.1339063470446,1475.5354104559483,3683.12101910828,2243.4476178654954,68.192138671875,64.06148529052734,307.97607421875,-202.47555541992188,115.39514923095703,63.85900115966797,55.86766815185547,11.755191802978516,27.574182510375977,14.208727836608887,24.98958396911621,-4.802160739898682,16.875741958618164,7.252306938171387,12.661057472229004,-4.0180277824401855,9.654010772705078,0.3224518299102783,8.641013145446777,-5.617964267730713,11.450552940368652,-4.66438102722168,6.3956618309021,-8.057612419128418,9.646692276000977,1.8240054845809937,9.827926635742188,-4.084995746612549,7.250927448272705,2.5066466331481934,4.845165729522705,-16.245616912841797,0.6584612131118774,0.3487938344478607,0.3508360683917999,0.16739649681528662,0.1631696847375871,27.0,0.13571256399154663,0.11851173639297485,0.0,3.044142007827759,0.30138838291168213,1.9972259998321533,2.1969850063323975,1.5871689319610596,0.020945820527300943,1.487019658088684,1.7758009433746338,229.9553617782941,19.47298323541712,194.21612363994802,281.9760100820088,87.7598864420608,0.018852857076075074,4.335315569485201,7.614218396206338,0.13133324367017113,999.1841755230112,0.0,0.0,0.0,0.0,0.0,710.8883946732861,400.89352293451356,0.001812317828056448,1973.4150651438224,635.0912809573305,0.0012028379490947232,3226.0962146801608,343.62248888805664,0.0026349027333357647,0.6274900398406374,0.37250996015936255,0.19255340099334717,0.010929063893854618,17.61847136238011,0.05675861312971664,0.010929063893854618,0.010299289599061012,0.9423761819724246,7.0,1.0,3.0,0.35333333333333333,0.15797327481430382,0.44709417387621053,0.47,0.13,1885.518076433547,1277.720430292026,0.6776495257519691,63.926498590596424,1.2824302446015117,32.0,0.13832258064516129,0.11419405868302242,0.825563390068668,6.382130035899481,8.75702300677549,133.92857142857142,10.0,0.5900349617004395,1.0399260186352215,23.0
bhavya,xtts,sent3,fake,/home/turing/projects/hackathon_task_0/output_voices/xtts/bhavya/sent3.wav,-54.73204040527344,14.769813537597656,-0.0053654746514794115,-0.06793074793408582,7.599235414930982,0.07712097931065266,0.04235050135612683,0.0,0.04235050135612683,5.869438648223877,8.519773483276367,8.8427734375,8.692577362060547,0.11273782700300217,0.25475838780403137,1.0000007152557373,1765.1099055321356,1220.6286513171945,3444.5515422077924,1895.3307448069552,75.26485443115234,56.60952377319336,232.9373321533203,-192.1837158203125,117.08064270019531,69.47052764892578,53.459442138671875,7.220118045806885,24.130353927612305,28.165483474731445,24.48653793334961,-14.301554679870605,17.166353225708008,4.585033893585205,10.72337818145752,-3.2596821784973145,12.039888381958008,0.2959159016609192,11.426579475402832,-6.198152542114258,11.875849723815918,-7.091060638427734,7.484359264373779,-6.9441447257995605,7.915031433105469,0.6922494769096375,10.162308692932129,-1.6994894742965698,6.223236083984375,2.2719364166259766,4.618795871734619,-15.906414985656738,0.7148194909095764,0.29368114471435547,0.33959221839904785,0.12576412844967533,0.12949475610549382,19.0,0.1499338001012802,0.10174033790826797,0.0,3.0419461727142334,0.32141104340553284,1.9681053161621094,2.1727230548858643,1.4929096698760986,0.04367521718465154,1.472760796546936,1.7642508745193481,224.00150969543876,13.863484238064668,193.2898881286245,260.8983744451985,67.60848631657399,0.018968987554784784,4.249081849667678,6.139215423407701,0.1628872634393794,1184.9671039469627,0.0,0.0,0.0,0.0,0.0,675.3934509679727,413.96420114150465,0.0017689401588667265,2015.3682252399612,431.5298330521812,0.0020527387197244616,3166.99367306881,350.721859407043,0.0028383398223762596,0.6666666666666666,0.3333333333333333,0.19443164765834808,0.012362190522253513,15.727928293578197,0.06358116474894838,0.012362190522253513,0.012040866538882256,0.9740075126496729,7.0,1.0,5.0,0.158,0.13392535234226566,0.8476288117563466,0.42,0.06,1954.1152801580938,1223.4911618508768,0.6261100224096452,53.266297814553326,1.3221387407381668,31.0,0.14186666666666667,0.11136837771807379,0.7850214589255519,6.303375355835706,8.979209534986257,125.0,8.0,0.534581184387207,0.9160113647771788,30.0
bhavya,xtts,sent4,fake,/home/turing/projects/hackathon_task_0/output_voices/xtts/bhavya/sent4.wav,-55.77096939086914,16.106708526611328,0.0483465976968307,-0.579466475612266,7.655339056493854,0.06295340627756005,0.038950507945339774,0.0,0.038950507945339774,6.034461975097656,8.519295692443848,8.830524444580078,8.738133430480957,0.10750999301671982,0.26750269532203674,1.0000007152557373,1532.9408265366942,1048.5640556797066,3039.6852355072465,1812.7547525617788,57.896121978759766,48.227294921875,233.99168395996094,-219.2773895263672,136.5010528564453,78.71892547607422,49.925052642822266,2.049984931945801,25.223285675048828,21.458248138427734,24.826658248901367,-8.001152992248535,14.934847831726074,9.18333911895752,13.516512870788574,-2.5768253803253174,10.060090065002441,-1.2943229675292969,9.580326080322266,-3.227085590362549,10.863996505737305,-4.671991348266602,8.019953727722168,-6.440084457397461,10.418805122375488,1.0568097829818726,8.264337539672852,-1.5301135778427124,6.789402961730957,2.100170612335205,4.109060764312744,-16.074939727783203,0.672423243522644,0.331686794757843,0.35113728046417236,0.0894050045289855,0.09737906288809786,26.0,0.1285758912563324,0.10606113821268082,0.0,3.0154454708099365,0.27207133173942566,1.9908421039581299,2.1990966796875,1.5122106075286865,0.03472640529620394,1.4686338901519775,1.7648980617523193,222.0383197356768,14.831100444894542,192.95081720551022,258.9428982203087,65.99208101479846,0.01747271041656062,3.879611262122924,5.551338364782105,0.18013674077696706,900.4218018604404,0.0,0.0,0.0,0.0,0.0,705.5667946107665,468.7276486424007,0.0019667627667497908,1940.3654235165084,454.1637598421797,0.0015971095677093155,3123.5574358886106,390.5611484836434,0.002579753921259202,0.6417233560090703,0.35827664399092973,0.1786428838968277,0.008379031904041767,21.320229330864986,0.0469038106709117,0.008379031904041767,0.009335143491625786,1.1141076304664814,6.0,1.0,3.0,0.21666666666666667,0.11671427600007732,0.5386812735978885,0.34,0.06,1433.602823044118,984.9556233086598,0.6870491655541892,57.39769089465332,1.4489908317849265,24.0,0.15860869565217392,0.15200278576693052,0.9583508965008757,5.447117566954153,6.578826791210531,93.75,3.0,0.46667128801345825,1.0062795950621994,27.0
